"","k","V","minN","POrig.Method","delta","N.orig","true.effect.dist","n","phat.mn","phatBias.mn","Cover.mn","Porig.mn","Reject.mn","I2.mn","k.pretty","muN.pretty","N.orig.pretty","delta.pretty","V.pretty","dist.pretty","N.tot","N.tot.pretty"
"112",15,0.002,300,"reml",0,200,"unif2",1024,0.20546875,0.15546875,0.996372430471584,0.531070273122437,0.0302734375,25.5652193294085,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Uniform mixture",4500,"N =  4500"
"113",15,0.01,50,"pm",0,200,"expo",1024,0.123763020833333,0.0737630208333333,0.996955859969559,0.56729663870437,0.037109375,24.0716758602098,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Exponential",750,"N =  750"
"114",15,0.01,50,"pm",0,200,"normal",928,0.175359195402299,0.114152298850575,1,0.578458093052887,0.0204741379310345,24.5047831302975,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Normal",750,"N =  750"
"115",15,0.01,50,"pm",0,200,"t.scaled",1024,0.112369791666667,0.0623697916666667,0.995601173020528,0.55740096337453,0.0341796875,29.8254326519068,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","t",750,"N =  750"
"116",15,0.01,50,"pm",0,200,"unif2",1024,0.196940104166667,0.146940104166667,0.998766954377312,0.544777242013629,0.0244140625,24.212880185087,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Uniform mixture",750,"N =  750"
"117",15,0.01,50,"reml",0,200,"expo",1024,0.123763020833333,0.0737630208333333,0.996955859969559,0.561655830628563,0.0400390625,22.7416248440722,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Exponential",750,"N =  750"
"118",15,0.01,50,"reml",0,200,"normal",928,0.175359195402299,0.114152298850575,1,0.573523550601143,0.0237068965517241,23.3040744914349,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Normal",750,"N =  750"
"119",15,0.01,50,"reml",0,200,"t.scaled",1024,0.112369791666667,0.0623697916666667,0.995601173020528,0.552103142208608,0.0341796875,28.5555755992639,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","t",750,"N =  750"
"120",15,0.01,50,"reml",0,200,"unif2",1024,0.196940104166667,0.146940104166667,0.998766954377312,0.539249911301479,0.02734375,22.9625746039938,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Uniform mixture",750,"N =  750"
"121",15,0.01,300,"pm",0,200,"expo",1488,0.0715501792114695,0.00595878136200718,0.998751560549313,0.509613484943126,0.0510752688172043,41.3703829360109,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Exponential",4500,"N =  4500"
"122",15,0.01,300,"pm",0,200,"normal",2048,0.0887044270833333,0.0137044270833333,0.997622820919176,0.512005214375356,0.052734375,41.0433442176018,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Normal",4500,"N =  4500"
"123",15,0.01,300,"pm",0,200,"t.scaled",1024,0.0603515625,0.0103515625,0.992673992673993,0.522080265420597,0.0634765625,57.7285840982323,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","t",4500,"N =  4500"
"124",15,0.01,300,"pm",0,200,"unif2",512,0.111979166666667,0.0619791666666667,0.994082840236686,0.470780451906963,0.05859375,39.3884065995459,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Uniform mixture",4500,"N =  4500"
"125",15,0.01,300,"reml",0,200,"expo",1488,0.0715501792114695,0.00595878136200718,0.998751560549313,0.50885364389964,0.0510752688172043,41.0301158104823,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Exponential",4500,"N =  4500"
"126",15,0.01,300,"reml",0,200,"normal",2048,0.0887044270833333,0.0137044270833333,0.997622820919176,0.511710113552756,0.05322265625,40.8941591168817,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Normal",4500,"N =  4500"
"127",15,0.01,300,"reml",0,200,"t.scaled",1024,0.0603515625,0.0103515625,0.992673992673993,0.52160614427852,0.0634765625,57.5800568805801,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","t",4500,"N =  4500"
"128",15,0.01,300,"reml",0,200,"unif2",512,0.111979166666667,0.0619791666666667,0.994082840236686,0.470477627394495,0.060546875,39.2239303512031,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Uniform mixture",4500,"N =  4500"
"129",15,0.25,50,"pm",0,200,"expo",1024,0.0401041666666666,-0.00989583333333333,1,0.516071343219124,0.08203125,66.0649396512372,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Exponential",750,"N =  750"
"130",15,0.25,50,"pm",0,200,"normal",1936,0.0758264462809917,-0.000619834710743791,0.998281786941581,0.47783511012746,0.0878099173553719,69.9338211986216,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Normal",750,"N =  750"
"131",15,0.25,50,"pm",0,200,"t.scaled",1024,0.0487630208333333,-0.00123697916666666,0.99624765478424,0.525401012757827,0.0908203125,82.7950304271826,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","t",750,"N =  750"
"132",15,0.25,50,"pm",0,200,"unif2",1024,0.085546875,0.035546875,0.988555078683834,0.395229118465473,0.0361328125,71.9600367047511,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Uniform mixture",750,"N =  750"
"133",15,0.25,50,"reml",0,200,"expo",1024,0.0401041666666666,-0.00989583333333333,1,0.509277043360551,0.083984375,64.9389182362735,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Exponential",750,"N =  750"
"134",15,0.25,50,"reml",0,200,"normal",1936,0.0758264462809917,-0.000619834710743791,0.998281786941581,0.474861269132428,0.0888429752066116,69.4437587053547,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Normal",750,"N =  750"
"135",15,0.25,50,"reml",0,200,"t.scaled",1024,0.0487630208333333,-0.00123697916666666,0.99624765478424,0.520851684956308,0.091796875,82.3637737183363,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","t",750,"N =  750"
"136",15,0.25,50,"reml",0,200,"unif2",1024,0.085546875,0.035546875,0.988555078683834,0.392944604527391,0.0380859375,71.6604873448806,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Uniform mixture",750,"N =  750"
"137",15,0.25,300,"pm",0,200,"expo",1024,0.0445963541666666,-0.00540364583333333,0.997991967871486,0.503453164614154,0.078125,91.6514176592364,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Exponential",4500,"N =  4500"
"138",15,0.25,300,"pm",0,200,"normal",2048,0.0728515625,-0.00214843749999999,0.998475609756098,0.483065750637559,0.06640625,93.7143691037754,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Normal",4500,"N =  4500"
"139",15,0.25,300,"pm",0,200,"t.scaled",1024,0.0520833333333333,0.00208333333333334,0.996309963099631,0.540143469248575,0.087890625,96.6971809721039,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","t",4500,"N =  4500"
"140",15,0.25,300,"pm",0,200,"unif2",1024,0.0676432291666666,0.0176432291666667,0.981623277182236,0.407209551066537,0.021484375,94.4845127526981,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Uniform mixture",4500,"N =  4500"
"141",15,0.25,300,"reml",0,200,"expo",1024,0.0445963541666666,-0.00540364583333333,0.997991967871486,0.502362460433281,0.0791015625,91.5957812259704,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Exponential",4500,"N =  4500"
"142",15,0.25,300,"reml",0,200,"normal",2048,0.0728515625,-0.00214843749999999,0.998475609756098,0.482706438675668,0.06689453125,93.6988403729964,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Normal",4500,"N =  4500"
"143",15,0.25,300,"reml",0,200,"t.scaled",1024,0.0520833333333333,0.00208333333333334,0.996309963099631,0.539522154233108,0.087890625,96.6844236032491,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","t",4500,"N =  4500"
"144",15,0.25,300,"reml",0,200,"unif2",1024,0.0676432291666666,0.0176432291666667,0.981623277182236,0.407085839743966,0.021484375,94.4805421666812,"No. replications: 15","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Uniform mixture",4500,"N =  4500"
"145",20,0.002,50,"pm",0,200,"expo",1024,0.236669921875,0.186669921875,0.995271867612293,0.582656567605983,0.0205078125,19.3556842239261,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Exponential",1000,"N =  1000"
"146",20,0.002,50,"pm",0,200,"normal",2032,0.28626968503937,0.211072834645669,0.997162315550511,0.587689820245451,0.0191929133858268,18.8578974270627,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Normal",1000,"N =  1000"
"147",20,0.002,50,"pm",0,200,"t.scaled",1024,0.23232421875,0.18232421875,0.997647058823529,0.589405497869937,0.02734375,20.9068152558372,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","t",1000,"N =  1000"
"148",20,0.002,50,"pm",0,200,"unif2",1024,0.3095703125,0.2595703125,0.992239467849224,0.574204751961071,0.0205078125,18.7080238843634,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Uniform mixture",1000,"N =  1000"
"149",20,0.002,50,"reml",0,200,"expo",1024,0.236669921875,0.186669921875,0.995271867612293,0.577127505978411,0.0234375,18.0523568559138,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Exponential",1000,"N =  1000"
"150",20,0.002,50,"reml",0,200,"normal",2032,0.28626968503937,0.211072834645669,0.997162315550511,0.581875326951883,0.0206692913385827,17.5657389730724,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Normal",1000,"N =  1000"
"151",20,0.002,50,"reml",0,200,"t.scaled",1024,0.23232421875,0.18232421875,0.997647058823529,0.583373460978592,0.029296875,19.5002032044487,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","t",1000,"N =  1000"
"152",20,0.002,50,"reml",0,200,"unif2",1024,0.3095703125,0.2595703125,0.992239467849224,0.568262193229286,0.0224609375,17.394035366159,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Uniform mixture",1000,"N =  1000"
"153",20,0.002,300,"pm",0,200,"expo",1536,0.129296875,0.0626302083333333,0.998193315266486,0.51196919733927,0.0455729166666667,23.7595421117355,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Exponential",6000,"N =  6000"
"154",20,0.002,300,"pm",0,200,"normal",2048,0.1642578125,0.0892578125,1,0.514933249002114,0.0419921875,23.7782927932679,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Normal",6000,"N =  6000"
"155",20,0.002,300,"pm",0,200,"t.scaled",1024,0.101513671875,0.051513671875,0.995726495726496,0.515477237406011,0.0517578125,31.0653881768013,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","t",6000,"N =  6000"
"156",20,0.002,300,"pm",0,200,"unif2",1024,0.178759765625,0.128759765625,0.995133819951338,0.509604205243611,0.0419921875,22.8069660081272,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Uniform mixture",6000,"N =  6000"
"157",20,0.002,300,"reml",0,200,"expo",1536,0.129296875,0.0626302083333333,0.998193315266486,0.511551854781213,0.0455729166666667,23.4694271723825,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Exponential",6000,"N =  6000"
"158",20,0.002,300,"reml",0,200,"normal",2048,0.1642578125,0.0892578125,1,0.514610674963566,0.04248046875,23.5686691152387,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Normal",6000,"N =  6000"
"159",20,0.002,300,"reml",0,200,"t.scaled",1024,0.101513671875,0.051513671875,0.995726495726496,0.515068424386387,0.05078125,30.8365183276004,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","t",6000,"N =  6000"
"160",20,0.002,300,"reml",0,200,"unif2",1024,0.178759765625,0.128759765625,0.995133819951338,0.509328886993509,0.0419921875,22.6130229013807,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Uniform mixture",6000,"N =  6000"
"161",20,0.01,50,"pm",0,200,"expo",1024,0.106005859375,0.056005859375,1,0.551142347193203,0.046875,21.5244814018077,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Exponential",1000,"N =  1000"
"162",20,0.01,50,"pm",0,200,"normal",1712,0.167815420560748,0.0879088785046729,0.995444191343964,0.556887907730163,0.0327102803738318,22.1878174396873,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Normal",1000,"N =  1000"
"163",20,0.01,50,"pm",0,200,"t.scaled",1024,0.1060546875,0.0560546875,0.99163179916318,0.548301439817495,0.046875,29.4515996017547,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","t",1000,"N =  1000"
"164",20,0.01,50,"pm",0,200,"unif2",1024,0.196484375,0.146484375,0.996415770609319,0.534139131171998,0.0361328125,22.8711134403632,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Uniform mixture",1000,"N =  1000"
"165",20,0.01,50,"reml",0,200,"expo",1024,0.106005859375,0.056005859375,1,0.544756937231539,0.0517578125,20.0201372555842,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Exponential",1000,"N =  1000"
"166",20,0.01,50,"reml",0,200,"normal",1712,0.167815420560748,0.0879088785046729,0.995444191343964,0.550731194668719,0.0356308411214953,20.8004654008302,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Normal",1000,"N =  1000"
"167",20,0.01,50,"reml",0,200,"t.scaled",1024,0.1060546875,0.0560546875,0.99163179916318,0.542017797010356,0.0517578125,28.0725347426816,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","t",1000,"N =  1000"
"168",20,0.01,50,"reml",0,200,"unif2",1024,0.196484375,0.146484375,0.996415770609319,0.528150598840126,0.0380859375,21.5891227359236,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Uniform mixture",1000,"N =  1000"
"169",20,0.01,300,"pm",0,200,"expo",1216,0.0707648026315789,0.000370065789473684,1,0.514084728682754,0.0534539473684211,39.8851498685001,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Exponential",6000,"N =  6000"
"170",20,0.01,300,"pm",0,200,"normal",2048,0.0822265625,0.0072265625,0.99850411368736,0.508329197885013,0.0537109375,39.2461873818508,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Normal",6000,"N =  6000"
"171",20,0.01,300,"pm",0,200,"t.scaled",1024,0.056591796875,0.006591796875,0.998330550918197,0.530896608565764,0.060546875,57.9987986753926,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","t",6000,"N =  6000"
"172",20,0.01,300,"pm",0,200,"unif2",1024,0.098583984375,0.048583984375,0.995896032831737,0.506328855650074,0.05078125,39.9465135712872,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Uniform mixture",6000,"N =  6000"
"173",20,0.01,300,"reml",0,200,"expo",1216,0.0707648026315789,0.000370065789473684,1,0.513264820303535,0.0542763157894737,39.4981152262533,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Exponential",6000,"N =  6000"
"174",20,0.01,300,"reml",0,200,"normal",2048,0.0822265625,0.0072265625,0.99850411368736,0.507995287775526,0.0537109375,39.0716462733662,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Normal",6000,"N =  6000"
"175",20,0.01,300,"reml",0,200,"t.scaled",1024,0.056591796875,0.006591796875,0.998330550918197,0.530379202792445,0.060546875,57.8542900271002,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","t",6000,"N =  6000"
"176",20,0.01,300,"reml",0,200,"unif2",1024,0.098583984375,0.048583984375,0.995896032831737,0.506072625589754,0.05078125,39.8072622404131,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Uniform mixture",6000,"N =  6000"
"177",20,0.25,50,"pm",0,200,"expo",1024,0.039111328125,-0.010888671875,1,0.516339892628311,0.0771484375,67.2376721627654,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Exponential",1000,"N =  1000"
"178",20,0.25,50,"pm",0,200,"normal",1680,0.0749702380952381,-0.00264880952380952,1,0.497901518189412,0.0738095238095238,71.2855880525999,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Normal",1000,"N =  1000"
"179",20,0.25,50,"pm",0,200,"t.scaled",928,0.0451508620689655,-0.00484913793103448,1,0.54862367954596,0.0743534482758621,83.5567966024708,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","t",1000,"N =  1000"
"180",20,0.25,50,"pm",0,200,"unif2",1024,0.08466796875,0.03466796875,0.991048593350384,0.404766361437186,0.0361328125,72.8961544467771,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Uniform mixture",1000,"N =  1000"
"181",20,0.25,50,"reml",0,200,"expo",1024,0.039111328125,-0.010888671875,1,0.508557827289939,0.0771484375,66.0137332804361,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Exponential",1000,"N =  1000"
"182",20,0.25,50,"reml",0,200,"normal",1680,0.0749702380952381,-0.00264880952380952,1,0.494782928871676,0.0773809523809524,70.7920563868129,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Normal",1000,"N =  1000"
"183",20,0.25,50,"reml",0,200,"t.scaled",928,0.0451508620689655,-0.00484913793103448,1,0.543587611388726,0.0765086206896552,83.0932567853458,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","t",1000,"N =  1000"
"184",20,0.25,50,"reml",0,200,"unif2",1024,0.08466796875,0.03466796875,0.991048593350384,0.402470501357674,0.03515625,72.6200234140768,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Uniform mixture",1000,"N =  1000"
"185",20,0.25,300,"pm",0,200,"expo",1264,0.0589794303797468,-0.000514240506329114,1,0.520917078070791,0.064873417721519,92.8689484228632,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Exponential",6000,"N =  6000"
"186",20,0.25,300,"pm",0,200,"normal",1536,0.0666015625,-6.5104166666667e-05,0.998171846435101,0.492331074982001,0.0690104166666667,94.0556831004477,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Normal",6000,"N =  6000"
"187",20,0.25,300,"pm",0,200,"t.scaled",1024,0.047705078125,-0.002294921875,1,0.540056930071204,0.0712890625,97.0074205755158,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","t",6000,"N =  6000"
"188",20,0.25,300,"pm",0,200,"unif2",1024,0.0666015625,0.0166015625,0.993386243386243,0.399150256994747,0.0166015625,94.4869105041242,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Uniform mixture",6000,"N =  6000"
"189",20,0.25,300,"reml",0,200,"expo",1264,0.0589794303797468,-0.000514240506329114,1,0.519607806276226,0.0656645569620253,92.8118720761135,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Exponential",6000,"N =  6000"
"190",20,0.25,300,"reml",0,200,"normal",1536,0.0666015625,-6.5104166666667e-05,0.998171846435101,0.491926908896082,0.0690104166666667,94.0390195107824,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Normal",6000,"N =  6000"
"191",20,0.25,300,"reml",0,200,"t.scaled",1024,0.047705078125,-0.002294921875,1,0.539273701473033,0.0732421875,96.9938044904675,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","t",6000,"N =  6000"
"192",20,0.25,300,"reml",0,200,"unif2",1024,0.0666015625,0.0166015625,0.993386243386243,0.399015165746567,0.0166015625,94.4828808603404,"No. replications: 20","E[N] =  ","Norig =  200","delta =  0","V =  0.25","Uniform mixture",6000,"N =  6000"
"193",25,0.002,50,"pm",0,200,"expo",1024,0.2244140625,0.1744140625,0.991841491841492,0.572642447514508,0.0283203125,17.4007780023398,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Exponential",1250,"N =  1250"
"194",25,0.002,50,"pm",0,200,"normal",2048,0.27494140625,0.19994140625,0.992099322799097,0.573980229234665,0.02392578125,17.2378341623663,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Normal",1250,"N =  1250"
"195",25,0.002,50,"pm",0,200,"t.scaled",1024,0.208359375,0.158359375,0.996487119437939,0.569508004037592,0.02734375,18.7756526665073,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","t",1250,"N =  1250"
"196",25,0.002,50,"pm",0,200,"unif2",1024,0.292109375,0.242109375,0.99554565701559,0.560738967742247,0.025390625,16.7948923357809,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Uniform mixture",1250,"N =  1250"
"197",25,0.002,50,"reml",0,200,"expo",1024,0.2244140625,0.1744140625,0.991841491841492,0.565833256772109,0.0302734375,15.9426566339235,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Exponential",1250,"N =  1250"
"198",25,0.002,50,"reml",0,200,"normal",2048,0.27494140625,0.19994140625,0.992099322799097,0.567657592576958,0.02734375,15.8393519333483,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Normal",1250,"N =  1250"
"199",25,0.002,50,"reml",0,200,"t.scaled",1024,0.208359375,0.158359375,0.996487119437939,0.563079973165423,0.0322265625,17.3504353864603,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","t",1250,"N =  1250"
"200",25,0.002,50,"reml",0,200,"unif2",1024,0.292109375,0.242109375,0.99554565701559,0.554242298323672,0.0302734375,15.3928287536748,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Uniform mixture",1250,"N =  1250"
"201",25,0.002,300,"pm",0,200,"expo",2048,0.13267578125,0.05767578125,0.994163424124514,0.521151939415556,0.044921875,21.7365302716852,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Exponential",7500,"N =  7500"
"202",25,0.002,300,"pm",0,200,"normal",2048,0.15224609375,0.07724609375,0.993137866500312,0.512013904626395,0.04296875,22.3581089323847,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Normal",7500,"N =  7500"
"203",25,0.002,300,"pm",0,200,"t.scaled",1024,0.0983984375,0.0483984375,0.995940460081191,0.523760663280489,0.0390625,30.5162544713273,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","t",7500,"N =  7500"
"204",25,0.002,300,"pm",0,200,"unif2",1024,0.1656640625,0.1156640625,0.997652582159624,0.526085908624135,0.037109375,22.1334266928547,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Uniform mixture",7500,"N =  7500"
"205",25,0.002,300,"reml",0,200,"expo",2048,0.13267578125,0.05767578125,0.994163424124514,0.520718335541676,0.044921875,21.4410776663901,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Exponential",7500,"N =  7500"
"206",25,0.002,300,"reml",0,200,"normal",2048,0.15224609375,0.07724609375,0.993137866500312,0.51168302687836,0.04296875,22.1239270762894,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Normal",7500,"N =  7500"
"207",25,0.002,300,"reml",0,200,"t.scaled",1024,0.0983984375,0.0483984375,0.995940460081191,0.523366898836505,0.0400390625,30.3065167324754,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","t",7500,"N =  7500"
"208",25,0.002,300,"reml",0,200,"unif2",1024,0.1656640625,0.1156640625,0.997652582159624,0.525735862881225,0.037109375,21.8912893116198,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.002","Uniform mixture",7500,"N =  7500"
"209",25,0.01,50,"pm",0,200,"expo",1024,0.094765625,0.044765625,0.998525073746313,0.556533812206035,0.0400390625,20.1477179500517,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Exponential",1250,"N =  1250"
"210",25,0.01,50,"pm",0,200,"normal",1840,0.159586956521739,0.0817608695652174,0.995771670190275,0.544669116189704,0.0456521739130435,20.2828137485953,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Normal",1250,"N =  1250"
"211",25,0.01,50,"pm",0,200,"t.scaled",1024,0.0940625,0.0440625,0.991537376586742,0.533196121163176,0.052734375,26.6551436957459,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","t",1250,"N =  1250"
"212",25,0.01,50,"pm",0,200,"unif2",1024,0.156640625,0.106640625,0.99625,0.54916932946327,0.037109375,19.995032865653,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Uniform mixture",1250,"N =  1250"
"213",25,0.01,50,"reml",0,200,"expo",1024,0.094765625,0.044765625,0.998525073746313,0.549652526242903,0.044921875,18.571887235306,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Exponential",1250,"N =  1250"
"214",25,0.01,50,"reml",0,200,"normal",1840,0.159586956521739,0.0817608695652174,0.995771670190275,0.538318083116859,0.0478260869565217,18.9002869631508,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Normal",1250,"N =  1250"
"215",25,0.01,50,"reml",0,200,"t.scaled",1024,0.0940625,0.0440625,0.991537376586742,0.526858693367605,0.056640625,25.2098794548197,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","t",1250,"N =  1250"
"216",25,0.01,50,"reml",0,200,"unif2",1024,0.156640625,0.106640625,0.99625,0.542964915566843,0.0390625,18.6527964166028,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Uniform mixture",1250,"N =  1250"
"217",25,0.01,300,"pm",0,200,"expo",1376,0.0576453488372093,-0.0051453488372093,0.995163240628779,0.527197459195162,0.0472383720930233,39.4282575495317,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Exponential",7500,"N =  7500"
"218",25,0.01,300,"pm",0,200,"normal",2048,0.0805078125,0.0055078125,0.996534996534997,0.500349199807891,0.05810546875,39.8274709616327,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Normal",7500,"N =  7500"
"219",25,0.01,300,"pm",0,200,"t.scaled",1024,0.05640625,0.00640625,0.998579545454545,0.523323216551815,0.0478515625,60.0859227038325,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","t",7500,"N =  7500"
"220",25,0.01,300,"pm",0,200,"unif2",1024,0.0987890625,0.0487890625,0.989911727616646,0.512818476019165,0.04296875,39.3609290913967,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Uniform mixture",7500,"N =  7500"
"221",25,0.01,300,"reml",0,200,"expo",1376,0.0576453488372093,-0.0051453488372093,0.995163240628779,0.526316215245408,0.0472383720930233,39.0119878493763,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Exponential",7500,"N =  7500"
"222",25,0.01,300,"reml",0,200,"normal",2048,0.0805078125,0.0055078125,0.996534996534997,0.50000248699237,0.05810546875,39.6489163699152,"No. replications: 25","E[N] =  ","Norig =  200","delta =  0","V =  0.01","Normal",7500,"N =  7500"
