"k","V","minN","POrig.Method","delta","N.orig","true.effect.dist","n","Reject.mn","EstMean.mn","EstVar.mn","I2.mn","N.tot","k.pretty","N.tot.pretty","N.orig.pretty","delta.pretty","V.pretty","dist.pretty"
5,0.01,300,"pm",0.2,200,"normal",6144,0.157552083333333,0.499202745184843,0.017317532108873,46.2902731042948,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.2","V =  0.01","Normal"
5,0.01,300,"pm",0.2,200,"t.scaled",5696,0.153265449438202,0.498341723196148,0.0396679314207867,56.5527308924633,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.2","V =  0.01","t"
5,0.01,300,"pm",0.2,200,"unif2",6144,0.154947916666667,0.500590823951801,0.0171670972826848,46.6973402130615,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.2","V =  0.01","Uniform mixture"
5,0.01,300,"pm",0.5,30,"expo",6144,0.192057291666667,0.509162696073031,0.0189533945974383,46.4139347048617,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0.5","V =  0.01","Exponential"
5,0.01,300,"pm",0.5,30,"normal",5952,0.200436827956989,0.499465492797925,0.0169435095723778,45.4690117429497,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0.5","V =  0.01","Normal"
5,0.01,300,"pm",0.5,30,"t.scaled",6144,0.183919270833333,0.495475153163997,0.0358007190671025,56.3374938607269,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0.5","V =  0.01","t"
5,0.01,300,"pm",0.5,30,"unif2",6144,0.194661458333333,0.49956067747441,0.01709396246587,46.3860630692422,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0.5","V =  0.01","Uniform mixture"
5,0.01,300,"pm",0.5,50,"expo",6144,0.292317708333333,0.50790535433865,0.0192239041180948,46.5383525023814,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0.5","V =  0.01","Exponential"
5,0.01,300,"pm",0.5,50,"normal",6144,0.294596354166667,0.499607843300773,0.0172266200183009,45.9553399002592,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0.5","V =  0.01","Normal"
5,0.01,300,"pm",0.5,50,"t.scaled",6144,0.263671875,0.496551517023322,0.0399130838711426,56.6811970780758,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0.5","V =  0.01","t"
5,0.01,300,"pm",0.5,50,"unif2",6144,0.29296875,0.500743823073436,0.0165408831964103,45.4566592830349,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0.5","V =  0.01","Uniform mixture"
5,0.01,300,"pm",0.5,200,"expo",5168,0.642995356037152,0.50641560637204,0.0187103034471333,45.9149943892568,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.5","V =  0.01","Exponential"
5,0.01,300,"pm",0.5,200,"normal",5248,0.672065548780488,0.496467364663398,0.0168431870809078,44.9805100017674,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.5","V =  0.01","Normal"
5,0.01,300,"pm",0.5,200,"t.scaled",5696,0.563553370786517,0.495510537191467,0.0363691744986485,55.5582831017441,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.5","V =  0.01","t"
5,0.01,300,"pm",0.5,200,"unif2",5072,0.672910094637224,0.498801833684575,0.0164959969804116,45.7297313634537,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.5","V =  0.01","Uniform mixture"
5,0.01,300,"pm",1,30,"expo",6144,0.5966796875,0.509070138966111,0.0185559192199645,45.5585601863577,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  1","V =  0.01","Exponential"
5,0.01,300,"pm",1,30,"normal",6144,0.616536458333333,0.498014842088877,0.0173116056352037,45.8186030008503,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  1","V =  0.01","Normal"
5,0.01,300,"pm",1,30,"t.scaled",6144,0.5791015625,0.496119079415254,0.0371778231799249,56.8402323327849,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  1","V =  0.01","t"
5,0.01,300,"pm",1,30,"unif2",6144,0.623372395833333,0.49735491585479,0.0167093186974024,45.8962861598859,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  1","V =  0.01","Uniform mixture"
5,0.01,300,"pm",1,50,"expo",6144,0.819661458333333,0.508037497730314,0.0197205751851911,46.9182241152903,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  1","V =  0.01","Exponential"
5,0.01,300,"pm",1,50,"normal",6144,0.841796875,0.496314133518472,0.0175089235002385,46.3060028466225,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  1","V =  0.01","Normal"
5,0.01,300,"pm",1,50,"t.scaled",5760,0.764756944444444,0.498631617083697,0.038616078815967,56.6488832283591,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  1","V =  0.01","t"
5,0.01,300,"pm",1,50,"unif2",6144,0.831380208333333,0.497954077911587,0.0160901865434138,44.7239063914727,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  1","V =  0.01","Uniform mixture"
5,0.01,300,"pm",1,200,"expo",5056,0.99129746835443,0.506491895829125,0.0194432134825847,46.881458103506,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  1","V =  0.01","Exponential"
5,0.01,300,"pm",1,200,"normal",4992,0.997996794871795,0.497500789287091,0.0171894692705542,45.989118032304,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  1","V =  0.01","Normal"
5,0.01,300,"pm",1,200,"t.scaled",4976,0.951567524115756,0.49998398719369,0.0394615459072586,56.4582713777167,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  1","V =  0.01","t"
5,0.01,300,"pm",1,200,"unif2",5504,0.996729651162791,0.499380749804979,0.0175818847292098,46.7576761806036,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  1","V =  0.01","Uniform mixture"
5,0.01,300,"reml",0,30,"expo",6144,0.0397135416666667,0.506535532861059,0.0189179911458577,46.4089977772286,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0","V =  0.01","Exponential"
5,0.01,300,"reml",0,30,"normal",6144,0.0504557291666667,0.499428687651951,0.0173172904753791,46.4089102717274,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0","V =  0.01","Normal"
5,0.01,300,"reml",0,30,"t.scaled",6144,0.0475260416666667,0.497296991859636,0.0386870533592613,56.5443996458912,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0","V =  0.01","t"
5,0.01,300,"reml",0,30,"unif2",6144,0.0472005208333333,0.49847927910141,0.0163439056763469,45.4385288047109,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0","V =  0.01","Uniform mixture"
5,0.01,300,"reml",0,50,"expo",4768,0.0427852348993289,0.509326348112847,0.0182857672186867,45.8273595934153,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0","V =  0.01","Exponential"
5,0.01,300,"reml",0,50,"normal",4368,0.0453296703296703,0.498348022650159,0.01718393243838,45.7331166451968,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0","V =  0.01","Normal"
5,0.01,300,"reml",0,50,"t.scaled",4256,0.0533364661654135,0.501885053140534,0.036951941141866,55.852404743685,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0","V =  0.01","t"
5,0.01,300,"reml",0,50,"unif2",4128,0.0496608527131783,0.499911355418881,0.0164261995656358,45.2412879750731,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0","V =  0.01","Uniform mixture"
5,0.01,300,"reml",0,200,"expo",6144,0.0406901041666667,0.506879319756593,0.0183523569783057,45.5673962124509,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0","V =  0.01","Exponential"
5,0.01,300,"reml",0,200,"normal",6144,0.0400390625,0.499378715927754,0.0170188256919221,45.8476766910361,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0","V =  0.01","Normal"
5,0.01,300,"reml",0,200,"t.scaled",6144,0.0634765625,0.499313281995313,0.0410253755894549,55.6111897187618,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0","V =  0.01","t"
5,0.01,300,"reml",0,200,"unif2",6144,0.041015625,0.498876202640339,0.0163131358077132,45.2073503941729,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0","V =  0.01","Uniform mixture"
5,0.01,300,"reml",0.2,30,"expo",6016,0.0653257978723404,0.509234778977772,0.0184122779377364,45.4877815543974,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0.2","V =  0.01","Exponential"
5,0.01,300,"reml",0.2,30,"normal",6144,0.0625,0.499974967420172,0.0175557529322473,46.6017319400561,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0.2","V =  0.01","Normal"
5,0.01,300,"reml",0.2,30,"t.scaled",6144,0.0638020833333333,0.499080399737199,0.0391589429972024,56.8255525796322,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0.2","V =  0.01","t"
5,0.01,300,"reml",0.2,30,"unif2",6144,0.068359375,0.498642412142913,0.0164132331774378,45.6292710875855,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0.2","V =  0.01","Uniform mixture"
5,0.01,300,"reml",0.2,50,"expo",5392,0.0793768545994065,0.508009650289083,0.0187631262225505,46.0573711857538,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0.2","V =  0.01","Exponential"
5,0.01,300,"reml",0.2,50,"normal",4464,0.0790770609318996,0.497459815252371,0.0172189596077081,46.0233662448913,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0.2","V =  0.01","Normal"
5,0.01,300,"reml",0.2,50,"t.scaled",4864,0.0832648026315789,0.49822736002447,0.0374450097922514,56.5456234045086,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0.2","V =  0.01","t"
5,0.01,300,"reml",0.2,50,"unif2",5856,0.0870901639344262,0.496990483827455,0.0166031164892789,45.5136167993638,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0.2","V =  0.01","Uniform mixture"
5,0.01,300,"reml",0.2,200,"expo",6144,0.158203125,0.508321879916434,0.0181329312273874,45.6120325581984,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.2","V =  0.01","Exponential"
5,0.01,300,"reml",0.2,200,"normal",6144,0.157877604166667,0.499200288687842,0.0172739674243294,46.217545147723,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.2","V =  0.01","Normal"
5,0.01,300,"reml",0.2,200,"t.scaled",5696,0.153089887640449,0.498338451225029,0.039545753615703,56.4819270158819,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.2","V =  0.01","t"
5,0.01,300,"reml",0.2,200,"unif2",6144,0.1552734375,0.500588783677133,0.0171299979830833,46.6339944669249,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.2","V =  0.01","Uniform mixture"
5,0.01,300,"reml",0.5,30,"expo",6144,0.192057291666667,0.509157823418476,0.0188433110416356,46.2782217310048,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0.5","V =  0.01","Exponential"
5,0.01,300,"reml",0.5,30,"normal",5952,0.200100806451613,0.499462802834501,0.0168993436288644,45.3798235532485,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0.5","V =  0.01","Normal"
5,0.01,300,"reml",0.5,30,"t.scaled",6144,0.184244791666667,0.495471832998793,0.0357020234309517,56.2585227290723,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0.5","V =  0.01","t"
5,0.01,300,"reml",0.5,30,"unif2",6144,0.194661458333333,0.499558417095711,0.0170552556427176,46.3123078189375,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  0.5","V =  0.01","Uniform mixture"
5,0.01,300,"reml",0.5,50,"expo",6144,0.293294270833333,0.507900716631952,0.0191162427833142,46.4061070717466,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0.5","V =  0.01","Exponential"
5,0.01,300,"reml",0.5,50,"normal",6144,0.294596354166667,0.499605328606304,0.0171826787128359,45.8798142188186,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0.5","V =  0.01","Normal"
5,0.01,300,"reml",0.5,50,"t.scaled",6144,0.263997395833333,0.496548509948357,0.0398048301898454,56.6170920340793,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0.5","V =  0.01","t"
5,0.01,300,"reml",0.5,50,"unif2",6144,0.293294270833333,0.500741518115459,0.0165007883183535,45.3847196815379,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  0.5","V =  0.01","Uniform mixture"
5,0.01,300,"reml",0.5,200,"expo",5168,0.643962848297214,0.506411026907242,0.0186074314257295,45.7844927055072,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.5","V =  0.01","Exponential"
5,0.01,300,"reml",0.5,200,"normal",5248,0.672256097560976,0.496465227704723,0.0168056338386933,44.9192529201354,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.5","V =  0.01","Normal"
5,0.01,300,"reml",0.5,200,"t.scaled",5696,0.563553370786517,0.495507460682447,0.0362684639940816,55.4934973717649,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.5","V =  0.01","t"
5,0.01,300,"reml",0.5,200,"unif2",5072,0.672121451104101,0.49879969455545,0.01645847844972,45.6619643350812,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  0.5","V =  0.01","Uniform mixture"
5,0.01,300,"reml",1,30,"expo",6144,0.5966796875,0.50906560527476,0.0184540051742916,45.4293705086374,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  1","V =  0.01","Exponential"
5,0.01,300,"reml",1,30,"normal",6144,0.616536458333333,0.498012356176551,0.0172684361935405,45.7456503671863,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  1","V =  0.01","Normal"
5,0.01,300,"reml",1,30,"t.scaled",6144,0.5791015625,0.496115910650467,0.0370739288484664,56.7757558929284,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  1","V =  0.01","t"
5,0.01,300,"reml",1,30,"unif2",6144,0.6240234375,0.497352662137328,0.0166677475874264,45.8277850235172,1500,"No. replications: 5","N =  1500","Norig =  30","delta =  1","V =  0.01","Uniform mixture"
5,0.01,300,"reml",1,50,"expo",6144,0.819661458333333,0.508032699238506,0.0196077033645515,46.7847979163413,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  1","V =  0.01","Exponential"
5,0.01,300,"reml",1,50,"normal",6144,0.842122395833333,0.496311441936756,0.0174607732776453,46.2217173209899,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  1","V =  0.01","Normal"
5,0.01,300,"reml",1,50,"t.scaled",5760,0.765625,0.498628445571529,0.038498380836121,56.5865377302386,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  1","V =  0.01","t"
5,0.01,300,"reml",1,50,"unif2",6144,0.830729166666667,0.497951715814674,0.0160477531974626,44.6536895864298,1500,"No. replications: 5","N =  1500","Norig =  50","delta =  1","V =  0.01","Uniform mixture"
5,0.01,300,"reml",1,200,"expo",5056,0.991495253164557,0.506487181084147,0.0193326488410174,46.7497361529334,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  1","V =  0.01","Exponential"
5,0.01,300,"reml",1,200,"normal",4992,0.997996794871795,0.497498317740533,0.0171479061140567,45.9157690363583,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  1","V =  0.01","Normal"
5,0.01,300,"reml",1,200,"t.scaled",4976,0.951969453376206,0.499980912868497,0.0393408390473979,56.3989613965187,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  1","V =  0.01","t"
5,0.01,300,"reml",1,200,"unif2",5504,0.996729651162791,0.499378609529036,0.0175430946656149,46.6942426614025,1500,"No. replications: 5","N =  1500","Norig =  200","delta =  1","V =  0.01","Uniform mixture"
5,0.25,50,"pm",0,30,"expo",6144,0.06640625,0.524038006577296,0.296522262207057,62.8121598195677,250,"No. replications: 5","N =  250","Norig =  30","delta =  0","V =  0.25","Exponential"
5,0.25,50,"pm",0,30,"normal",6144,0.0719401041666667,0.500233716178508,0.275443532518931,65.7627636730218,250,"No. replications: 5","N =  250","Norig =  30","delta =  0","V =  0.25","Normal"
5,0.25,50,"pm",0,30,"t.scaled",6144,0.09765625,0.500730712929121,0.736984058372502,74.8962078673185,250,"No. replications: 5","N =  250","Norig =  30","delta =  0","V =  0.25","t"
5,0.25,50,"pm",0,30,"unif2",6144,0.064453125,0.484814317906696,0.265384852219919,67.7560951296018,250,"No. replications: 5","N =  250","Norig =  30","delta =  0","V =  0.25","Uniform mixture"
5,0.25,50,"pm",0,50,"expo",4560,0.0800438596491228,0.519395286269885,0.289642944439641,62.1636808499846,250,"No. replications: 5","N =  250","Norig =  50","delta =  0","V =  0.25","Exponential"
5,0.25,50,"pm",0,50,"normal",4416,0.0844655797101449,0.491834675052131,0.282352330481855,66.0572622637061,250,"No. replications: 5","N =  250","Norig =  50","delta =  0","V =  0.25","Normal"
5,0.25,50,"pm",0,50,"t.scaled",5328,0.105292792792793,0.494844712421192,0.778319860976045,75.5795356235734,250,"No. replications: 5","N =  250","Norig =  50","delta =  0","V =  0.25","t"
5,0.25,50,"pm",0,50,"unif2",4096,0.068359375,0.496592961196674,0.269556205918615,68.1502318258519,250,"No. replications: 5","N =  250","Norig =  50","delta =  0","V =  0.25","Uniform mixture"
5,0.25,50,"pm",0,200,"expo",6144,0.0914713541666667,0.523699252298583,0.305320740519506,62.8631844689462,250,"No. replications: 5","N =  250","Norig =  200","delta =  0","V =  0.25","Exponential"
5,0.25,50,"pm",0,200,"normal",5856,0.110484972677596,0.494173983482894,0.276299172945436,65.3219968268354,250,"No. replications: 5","N =  250","Norig =  200","delta =  0","V =  0.25","Normal"
5,0.25,50,"pm",0,200,"t.scaled",6144,0.123372395833333,0.490361837259777,0.760882629296484,75.5268479509984,250,"No. replications: 5","N =  250","Norig =  200","delta =  0","V =  0.25","t"
5,0.25,50,"pm",0,200,"unif2",6144,0.0882161458333333,0.491729830682145,0.265678295088991,68.0027419844834,250,"No. replications: 5","N =  250","Norig =  200","delta =  0","V =  0.25","Uniform mixture"
5,0.25,50,"pm",0.2,30,"expo",6080,0.0851973684210526,0.518897774060726,0.297554744613427,61.6645029205288,250,"No. replications: 5","N =  250","Norig =  30","delta =  0.2","V =  0.25","Exponential"
5,0.25,50,"pm",0.2,30,"normal",5408,0.0856139053254438,0.485730856316843,0.276350404441107,65.4836072333703,250,"No. replications: 5","N =  250","Norig =  30","delta =  0.2","V =  0.25","Normal"
5,0.25,50,"pm",0.2,30,"t.scaled",6144,0.0979817708333333,0.497000519901366,0.789525501020786,75.2681459531155,250,"No. replications: 5","N =  250","Norig =  30","delta =  0.2","V =  0.25","t"
5,0.25,50,"pm",0.2,30,"unif2",5760,0.0715277777777778,0.494192761671582,0.266280272750725,67.7051090060345,250,"No. replications: 5","N =  250","Norig =  30","delta =  0.2","V =  0.25","Uniform mixture"
5,0.25,50,"pm",0.2,50,"expo",4176,0.092911877394636,0.519319056959381,0.293696812267108,62.132746016006,250,"No. replications: 5","N =  250","Norig =  50","delta =  0.2","V =  0.25","Exponential"
5,0.25,50,"pm",0.2,50,"normal",4560,0.0971491228070175,0.482860915243407,0.272951113311295,65.7639342926888,250,"No. replications: 5","N =  250","Norig =  50","delta =  0.2","V =  0.25","Normal"
5,0.25,50,"pm",0.2,50,"t.scaled",5504,0.11500726744186,0.490674033319822,0.733186315831453,75.3329323110569,250,"No. replications: 5","N =  250","Norig =  50","delta =  0.2","V =  0.25","t"
5,0.25,50,"pm",0.2,50,"unif2",4256,0.0869360902255639,0.488858404790323,0.265976710099252,67.8518807751481,250,"No. replications: 5","N =  250","Norig =  50","delta =  0.2","V =  0.25","Uniform mixture"
5,0.25,50,"pm",0.2,200,"expo",6016,0.115026595744681,0.528227058101639,0.293920599000718,62.9431377911234,250,"No. replications: 5","N =  250","Norig =  200","delta =  0.2","V =  0.25","Exponential"
5,0.25,50,"pm",0.2,200,"normal",6144,0.129557291666667,0.489477842909475,0.275814547488672,65.6234402012046,250,"No. replications: 5","N =  250","Norig =  200","delta =  0.2","V =  0.25","Normal"
5,0.25,50,"pm",0.2,200,"t.scaled",5920,0.140033783783784,0.498809507819177,0.689832746183159,74.6872636132549,250,"No. replications: 5","N =  250","Norig =  200","delta =  0.2","V =  0.25","t"
5,0.25,50,"pm",0.2,200,"unif2",6144,0.109375,0.48981542144173,0.268078745837007,68.2286314421896,250,"No. replications: 5","N =  250","Norig =  200","delta =  0.2","V =  0.25","Uniform mixture"
5,0.25,50,"pm",0.5,30,"expo",5920,0.136148648648649,0.522461870425131,0.297315889578106,62.3521627219712,250,"No. replications: 5","N =  250","Norig =  30","delta =  0.5","V =  0.25","Exponential"
5,0.25,50,"pm",0.5,30,"normal",6144,0.130208333333333,0.483002559265644,0.267934551292042,65.5018850681247,250,"No. replications: 5","N =  250","Norig =  30","delta =  0.5","V =  0.25","Normal"
5,0.25,50,"pm",0.5,30,"t.scaled",6144,0.141927083333333,0.488198455876736,0.75271405821194,75.2378894380227,250,"No. replications: 5","N =  250","Norig =  30","delta =  0.5","V =  0.25","t"
5,0.25,50,"pm",0.5,30,"unif2",6144,0.1396484375,0.495639183228785,0.26942808259237,68.1140348848912,250,"No. replications: 5","N =  250","Norig =  30","delta =  0.5","V =  0.25","Uniform mixture"
5,0.25,50,"pm",0.5,50,"expo",6144,0.1630859375,0.521563141548029,0.305992839675794,63.0664570391586,250,"No. replications: 5","N =  250","Norig =  50","delta =  0.5","V =  0.25","Exponential"
5,0.25,50,"pm",0.5,50,"normal",6144,0.1552734375,0.488594053242445,0.273130162150449,65.8846334555678,250,"No. replications: 5","N =  250","Norig =  50","delta =  0.5","V =  0.25","Normal"
5,0.25,50,"pm",0.5,50,"t.scaled",6144,0.155924479166667,0.499027093619716,0.709863408359019,75.2147125680153,250,"No. replications: 5","N =  250","Norig =  50","delta =  0.5","V =  0.25","t"
5,0.25,50,"pm",0.5,50,"unif2",6144,0.16796875,0.490751380077147,0.27055026720935,68.6300689174859,250,"No. replications: 5","N =  250","Norig =  50","delta =  0.5","V =  0.25","Uniform mixture"
5,0.25,50,"pm",0.5,200,"expo",5408,0.214497041420118,0.520158153660237,0.301608780033441,62.3427017560382,250,"No. replications: 5","N =  250","Norig =  200","delta =  0.5","V =  0.25","Exponential"
5,0.25,50,"pm",0.5,200,"normal",5040,0.210515873015873,0.491192660389494,0.277371949741478,65.8623966701716,250,"No. replications: 5","N =  250","Norig =  200","delta =  0.5","V =  0.25","Normal"
5,0.25,50,"pm",0.5,200,"t.scaled",3776,0.180349576271186,0.502657631749054,0.708402674394216,74.6485252376876,250,"No. replications: 5","N =  250","Norig =  200","delta =  0.5","V =  0.25","t"
5,0.25,50,"pm",0.5,200,"unif2",5760,0.204861111111111,0.498628444818071,0.262935773427262,67.6098520013275,250,"No. replications: 5","N =  250","Norig =  200","delta =  0.5","V =  0.25","Uniform mixture"
5,0.25,50,"pm",1,30,"expo",6144,0.3076171875,0.521899717773837,0.298384551778885,62.2365451615665,250,"No. replications: 5","N =  250","Norig =  30","delta =  1","V =  0.25","Exponential"
5,0.25,50,"pm",1,30,"normal",6144,0.295572916666667,0.499597424052245,0.286035841919225,66.4671598314308,250,"No. replications: 5","N =  250","Norig =  30","delta =  1","V =  0.25","Normal"
5,0.25,50,"pm",1,30,"t.scaled",5248,0.247903963414634,0.490747207140928,0.730813535622073,75.4226047574203,250,"No. replications: 5","N =  250","Norig =  30","delta =  1","V =  0.25","t"
5,0.25,50,"pm",1,30,"unif2",6144,0.309895833333333,0.49313069198432,0.268904737443975,68.3354411899937,250,"No. replications: 5","N =  250","Norig =  30","delta =  1","V =  0.25","Uniform mixture"
5,0.25,50,"pm",1,50,"expo",5536,0.373916184971098,0.524103632278,0.289990703312523,61.8237374044377,250,"No. replications: 5","N =  250","Norig =  50","delta =  1","V =  0.25","Exponential"
5,0.25,50,"pm",1,50,"normal",6144,0.365559895833333,0.494520132791154,0.279252676525292,65.6785945493806,250,"No. replications: 5","N =  250","Norig =  50","delta =  1","V =  0.25","Normal"
5,0.25,50,"pm",1,50,"t.scaled",6144,0.285481770833333,0.491040697758824,0.713140324586593,75.1269999724298,250,"No. replications: 5","N =  250","Norig =  50","delta =  1","V =  0.25","t"
5,0.25,50,"pm",1,50,"unif2",6144,0.366861979166667,0.491043476518113,0.266663209366436,68.0358335034465,250,"No. replications: 5","N =  250","Norig =  50","delta =  1","V =  0.25","Uniform mixture"
5,0.25,50,"pm",1,200,"expo",6064,0.458937994722955,0.517576294445639,0.295983841967713,62.0255538889622,250,"No. replications: 5","N =  250","Norig =  200","delta =  1","V =  0.25","Exponential"
5,0.25,50,"pm",1,200,"normal",4832,0.437086092715232,0.492780613565535,0.276400787998317,65.8286881493825,250,"No. replications: 5","N =  250","Norig =  200","delta =  1","V =  0.25","Normal"
5,0.25,50,"pm",1,200,"t.scaled",4560,0.346271929824561,0.489265142070806,0.713062670584317,74.5767022777821,250,"No. replications: 5","N =  250","Norig =  200","delta =  1","V =  0.25","t"
5,0.25,50,"pm",1,200,"unif2",5216,0.441334355828221,0.490016755284853,0.262775277969739,67.3988751447287,250,"No. replications: 5","N =  250","Norig =  200","delta =  1","V =  0.25","Uniform mixture"
5,0.25,50,"reml",0,30,"expo",6144,0.0673828125,0.523847685891754,0.289808894907139,62.348734434816,250,"No. replications: 5","N =  250","Norig =  30","delta =  0","V =  0.25","Exponential"
5,0.25,50,"reml",0,30,"normal",6144,0.0725911458333333,0.500139169124858,0.2723131456546,65.4603125246101,250,"No. replications: 5","N =  250","Norig =  30","delta =  0","V =  0.25","Normal"
5,0.25,50,"reml",0,30,"t.scaled",6144,0.0979817708333333,0.500595685359122,0.723893715723729,74.6606642824815,250,"No. replications: 5","N =  250","Norig =  30","delta =  0","V =  0.25","t"
5,0.25,50,"reml",0,30,"unif2",6144,0.064453125,0.484757830972791,0.263306847917806,67.5562902716245,250,"No. replications: 5","N =  250","Norig =  30","delta =  0","V =  0.25","Uniform mixture"
5,0.25,50,"reml",0,50,"expo",4560,0.081140350877193,0.519206912140217,0.283024696332533,61.6976125099313,250,"No. replications: 5","N =  250","Norig =  50","delta =  0","V =  0.25","Exponential"
5,0.25,50,"reml",0,50,"normal",4416,0.0853713768115942,0.491739844057494,0.279127487417394,65.7643967953611,250,"No. replications: 5","N =  250","Norig =  50","delta =  0","V =  0.25","Normal"
5,0.25,50,"reml",0,50,"t.scaled",5328,0.105292792792793,0.494714034673401,0.764159068976382,75.3431250577617,250,"No. replications: 5","N =  250","Norig =  50","delta =  0","V =  0.25","t"
5,0.25,50,"reml",0,50,"unif2",4096,0.0703125,0.496543240482959,0.2676417162325,67.9752792578153,250,"No. replications: 5","N =  250","Norig =  50","delta =  0","V =  0.25","Uniform mixture"
5,0.25,50,"reml",0,200,"expo",6144,0.0934244791666667,0.523507622198475,0.298259465451418,62.4083004830975,250,"No. replications: 5","N =  250","Norig =  200","delta =  0","V =  0.25","Exponential"
5,0.25,50,"reml",0,200,"normal",5856,0.112534153005464,0.494076769643989,0.273104997673261,64.9993542285137,250,"No. replications: 5","N =  250","Norig =  200","delta =  0","V =  0.25","Normal"
5,0.25,50,"reml",0,200,"t.scaled",6144,0.124674479166667,0.490235149729525,0.747795965017033,75.2758430730283,250,"No. replications: 5","N =  250","Norig =  200","delta =  0","V =  0.25","t"
5,0.25,50,"reml",0,200,"unif2",6144,0.0901692708333333,0.491681685961832,0.263787242189162,67.8199955027838,250,"No. replications: 5","N =  250","Norig =  200","delta =  0","V =  0.25","Uniform mixture"
5,0.25,50,"reml",0.2,30,"expo",6080,0.0858552631578947,0.518708776605576,0.290708416046184,61.190083977905,250,"No. replications: 5","N =  250","Norig =  30","delta =  0.2","V =  0.25","Exponential"
5,0.25,50,"reml",0.2,30,"normal",5408,0.0865384615384615,0.485634497874657,0.273174183318866,65.1862907978413,250,"No. replications: 5","N =  250","Norig =  30","delta =  0.2","V =  0.25","Normal"
