"k","V","minN","POrig.Method","delta","N.orig","true.effect.dist","n","Reject.mn","EstMean.mn","EstVar.mn","I2.mn","N.tot","k.pretty","N.tot.pretty","N.orig.pretty","delta.pretty","V.pretty","dist.pretty"
15,0.002,50,"pm",1,50,"normal",6144,0.8095703125,0.491599667480387,0.027786402800959,21.5710617655906,750,"No. replications: 15","N =  750","Norig =  50","delta =  1","V =  0.002","Normal"
15,0.002,50,"pm",1,50,"t.scaled",6144,0.80078125,0.493349155319114,0.0298342016686372,22.7268382174837,750,"No. replications: 15","N =  750","Norig =  50","delta =  1","V =  0.002","t"
15,0.002,50,"pm",1,50,"unif2",6144,0.8115234375,0.493658071960049,0.0279280547744512,21.8347514311561,750,"No. replications: 15","N =  750","Norig =  50","delta =  1","V =  0.002","Uniform mixture"
15,0.002,50,"pm",1,200,"expo",4896,0.993464052287582,0.494063263895313,0.0272497149456997,21.3999068335106,750,"No. replications: 15","N =  750","Norig =  200","delta =  1","V =  0.002","Exponential"
15,0.002,50,"pm",1,200,"normal",4656,0.995274914089347,0.493876570473343,0.0275886724426371,21.5756417490018,750,"No. replications: 15","N =  750","Norig =  200","delta =  1","V =  0.002","Normal"
15,0.002,50,"pm",1,200,"t.scaled",4688,0.99061433447099,0.492672296484887,0.0308296558472733,23.286584761694,750,"No. replications: 15","N =  750","Norig =  200","delta =  1","V =  0.002","t"
15,0.002,50,"pm",1,200,"unif2",4864,0.994449013157895,0.493429620167949,0.027526429489031,21.6796168231931,750,"No. replications: 15","N =  750","Norig =  200","delta =  1","V =  0.002","Uniform mixture"
15,0.002,50,"reml",0,30,"expo",6144,0.0266927083333333,0.493722836526995,0.0259348727968742,20.577076461748,750,"No. replications: 15","N =  750","Norig =  30","delta =  0","V =  0.002","Exponential"
15,0.002,50,"reml",0,30,"normal",6144,0.03515625,0.492185517733264,0.025366035452931,20.1304965146782,750,"No. replications: 15","N =  750","Norig =  30","delta =  0","V =  0.002","Normal"
15,0.002,50,"reml",0,30,"t.scaled",6144,0.029296875,0.49355567476575,0.0301772689059438,22.4254254481694,750,"No. replications: 15","N =  750","Norig =  30","delta =  0","V =  0.002","t"
15,0.002,50,"reml",0,30,"unif2",6144,0.0299479166666667,0.49408296127269,0.026311100352862,20.6886540632205,750,"No. replications: 15","N =  750","Norig =  30","delta =  0","V =  0.002","Uniform mixture"
15,0.002,50,"reml",0,50,"expo",4848,0.0305280528052805,0.493846657200586,0.0262154654802071,20.5756019562484,750,"No. replications: 15","N =  750","Norig =  50","delta =  0","V =  0.002","Exponential"
15,0.002,50,"reml",0,50,"normal",4544,0.0341109154929577,0.495454783865706,0.0262972304050938,20.5787969320136,750,"No. replications: 15","N =  750","Norig =  50","delta =  0","V =  0.002","Normal"
15,0.002,50,"reml",0,50,"t.scaled",4224,0.0310132575757576,0.493222110265798,0.0291670352307152,21.8587107382374,750,"No. replications: 15","N =  750","Norig =  50","delta =  0","V =  0.002","t"
15,0.002,50,"reml",0,50,"unif2",4992,0.0286458333333333,0.49375395625062,0.0256380250885774,20.3742397652071,750,"No. replications: 15","N =  750","Norig =  50","delta =  0","V =  0.002","Uniform mixture"
15,0.002,50,"reml",0,200,"expo",6144,0.0188802083333333,0.495914941934488,0.025683924815289,20.2650477943453,750,"No. replications: 15","N =  750","Norig =  200","delta =  0","V =  0.002","Exponential"
15,0.002,50,"reml",0,200,"normal",6144,0.0143229166666667,0.49582112123016,0.0255576270612392,20.2652397171133,750,"No. replications: 15","N =  750","Norig =  200","delta =  0","V =  0.002","Normal"
15,0.002,50,"reml",0,200,"t.scaled",6144,0.0244140625,0.491371515303608,0.0337857384645825,21.7348731233705,750,"No. replications: 15","N =  750","Norig =  200","delta =  0","V =  0.002","t"
15,0.002,50,"reml",0,200,"unif2",6144,0.013671875,0.493695508309165,0.0256231466979091,20.3985588610353,750,"No. replications: 15","N =  750","Norig =  200","delta =  0","V =  0.002","Uniform mixture"
15,0.002,50,"reml",0.2,30,"expo",6112,0.0512107329842932,0.495697026858494,0.0262138721893625,20.5255133536132,750,"No. replications: 15","N =  750","Norig =  30","delta =  0.2","V =  0.002","Exponential"
15,0.002,50,"reml",0.2,30,"normal",6144,0.0514322916666667,0.493931514355099,0.0260341743181312,20.4679976612086,750,"No. replications: 15","N =  750","Norig =  30","delta =  0.2","V =  0.002","Normal"
15,0.002,50,"reml",0.2,30,"t.scaled",6144,0.0498046875,0.496362471499345,0.0287127318790526,21.9502359011452,750,"No. replications: 15","N =  750","Norig =  30","delta =  0.2","V =  0.002","t"
15,0.002,50,"reml",0.2,30,"unif2",6144,0.0598958333333333,0.493048559993067,0.0254360783619778,20.0998582163468,750,"No. replications: 15","N =  750","Norig =  30","delta =  0.2","V =  0.002","Uniform mixture"
15,0.002,50,"reml",0.2,50,"expo",4816,0.0664451827242525,0.493519960761302,0.0262866180750214,20.5873400874096,750,"No. replications: 15","N =  750","Norig =  50","delta =  0.2","V =  0.002","Exponential"
15,0.002,50,"reml",0.2,50,"normal",4976,0.0679260450160772,0.492449729385426,0.0257655707397132,20.3601163439788,750,"No. replications: 15","N =  750","Norig =  50","delta =  0.2","V =  0.002","Normal"
15,0.002,50,"reml",0.2,50,"t.scaled",4800,0.0685416666666667,0.493292672151432,0.0288635431775971,21.7258216593568,750,"No. replications: 15","N =  750","Norig =  50","delta =  0.2","V =  0.002","t"
15,0.002,50,"reml",0.2,50,"unif2",4688,0.0686860068259386,0.492413909310152,0.0250741544712067,19.8967884906414,750,"No. replications: 15","N =  750","Norig =  50","delta =  0.2","V =  0.002","Uniform mixture"
15,0.002,50,"reml",0.2,200,"expo",6144,0.110677083333333,0.495189119073846,0.0244634033257571,19.5327541476053,750,"No. replications: 15","N =  750","Norig =  200","delta =  0.2","V =  0.002","Exponential"
15,0.002,50,"reml",0.2,200,"normal",6144,0.115559895833333,0.494857825967794,0.0260626243662591,20.4893971686912,750,"No. replications: 15","N =  750","Norig =  200","delta =  0.2","V =  0.002","Normal"
15,0.002,50,"reml",0.2,200,"t.scaled",6144,0.120442708333333,0.490503641710569,0.0283350797942974,21.7684367235681,750,"No. replications: 15","N =  750","Norig =  200","delta =  0.2","V =  0.002","t"
15,0.002,50,"reml",0.2,200,"unif2",6144,0.0983072916666667,0.494460462191301,0.0255774996819622,20.3054936978549,750,"No. replications: 15","N =  750","Norig =  200","delta =  0.2","V =  0.002","Uniform mixture"
15,0.002,50,"reml",0.5,30,"expo",6144,0.177734375,0.494788939989012,0.0261064633151965,20.6302039726533,750,"No. replications: 15","N =  750","Norig =  30","delta =  0.5","V =  0.002","Exponential"
15,0.002,50,"reml",0.5,30,"normal",6144,0.1748046875,0.492664053161298,0.0256443249647253,20.2672272974809,750,"No. replications: 15","N =  750","Norig =  30","delta =  0.5","V =  0.002","Normal"
15,0.002,50,"reml",0.5,30,"t.scaled",6144,0.183268229166667,0.493000159198545,0.0291238485824244,21.9589000062701,750,"No. replications: 15","N =  750","Norig =  30","delta =  0.5","V =  0.002","t"
15,0.002,50,"reml",0.5,30,"unif2",6144,0.186848958333333,0.494529390845327,0.024785578472572,19.8284285280732,750,"No. replications: 15","N =  750","Norig =  30","delta =  0.5","V =  0.002","Uniform mixture"
15,0.002,50,"reml",0.5,50,"expo",6144,0.274088541666667,0.493449494163478,0.0270313345937098,20.962323506615,750,"No. replications: 15","N =  750","Norig =  50","delta =  0.5","V =  0.002","Exponential"
15,0.002,50,"reml",0.5,50,"normal",6144,0.262044270833333,0.495634091193475,0.025265095154115,20.004876242603,750,"No. replications: 15","N =  750","Norig =  50","delta =  0.5","V =  0.002","Normal"
15,0.002,50,"reml",0.5,50,"t.scaled",6144,0.262369791666667,0.493522790082341,0.0289823997688558,21.9266086013219,750,"No. replications: 15","N =  750","Norig =  50","delta =  0.5","V =  0.002","t"
15,0.002,50,"reml",0.5,50,"unif2",6144,0.268229166666667,0.495078027505117,0.0255950035099421,20.3770388253328,750,"No. replications: 15","N =  750","Norig =  50","delta =  0.5","V =  0.002","Uniform mixture"
15,0.002,50,"reml",0.5,200,"expo",6112,0.631380890052356,0.494223099594277,0.0254543899539331,20.0650283780764,750,"No. replications: 15","N =  750","Norig =  200","delta =  0.5","V =  0.002","Exponential"
15,0.002,50,"reml",0.5,200,"normal",5136,0.612344236760125,0.494659694180427,0.0261835419566519,20.5457564765101,750,"No. replications: 15","N =  750","Norig =  200","delta =  0.5","V =  0.002","Normal"
15,0.002,50,"reml",0.5,200,"t.scaled",5712,0.584908963585434,0.494421992459142,0.0286927029136257,21.8629871813477,750,"No. replications: 15","N =  750","Norig =  200","delta =  0.5","V =  0.002","t"
15,0.002,50,"reml",0.5,200,"unif2",4704,0.625850340136054,0.493246981743195,0.025458614109356,20.2297136185692,750,"No. replications: 15","N =  750","Norig =  200","delta =  0.5","V =  0.002","Uniform mixture"
15,0.002,50,"reml",1,30,"expo",6144,0.603190104166667,0.492512234318128,0.0255723093908695,20.1881342960215,750,"No. replications: 15","N =  750","Norig =  30","delta =  1","V =  0.002","Exponential"
15,0.002,50,"reml",1,30,"normal",6144,0.605794270833333,0.493359072521768,0.0246672239201039,19.8168664886705,750,"No. replications: 15","N =  750","Norig =  30","delta =  1","V =  0.002","Normal"
15,0.002,50,"reml",1,30,"t.scaled",6144,0.595052083333333,0.493502405398917,0.0286074130754166,21.6151138968901,750,"No. replications: 15","N =  750","Norig =  30","delta =  1","V =  0.002","t"
15,0.002,50,"reml",1,30,"unif2",6144,0.599609375,0.495889195057686,0.0264575950236772,20.7081619236587,750,"No. replications: 15","N =  750","Norig =  30","delta =  1","V =  0.002","Uniform mixture"
15,0.002,50,"reml",1,50,"expo",6144,0.795247395833333,0.495670561583086,0.0259366259165528,20.3893337023209,750,"No. replications: 15","N =  750","Norig =  50","delta =  1","V =  0.002","Exponential"
15,0.002,50,"reml",1,50,"normal",6144,0.8134765625,0.491422463987293,0.0259375946030633,20.309560188066,750,"No. replications: 15","N =  750","Norig =  50","delta =  1","V =  0.002","Normal"
15,0.002,50,"reml",1,50,"t.scaled",6144,0.805989583333333,0.493165329901233,0.0278952480118201,21.459364803045,750,"No. replications: 15","N =  750","Norig =  50","delta =  1","V =  0.002","t"
15,0.002,50,"reml",1,50,"unif2",6144,0.8173828125,0.493486654629645,0.0261217221098339,20.6048150418153,750,"No. replications: 15","N =  750","Norig =  50","delta =  1","V =  0.002","Uniform mixture"
15,0.002,50,"reml",1,200,"expo",4896,0.994893790849673,0.4938857796354,0.025411306430517,20.129829170766,750,"No. replications: 15","N =  750","Norig =  200","delta =  1","V =  0.002","Exponential"
15,0.002,50,"reml",1,200,"normal",4656,0.996348797250859,0.493702915684239,0.0257754610342991,20.3416300587992,750,"No. replications: 15","N =  750","Norig =  200","delta =  1","V =  0.002","Normal"
15,0.002,50,"reml",1,200,"t.scaled",4688,0.991894197952218,0.492492210840072,0.0288789882853929,22.0404015951597,750,"No. replications: 15","N =  750","Norig =  200","delta =  1","V =  0.002","t"
15,0.002,50,"reml",1,200,"unif2",4864,0.994449013157895,0.493253651706338,0.0257032085758604,20.418662795619,750,"No. replications: 15","N =  750","Norig =  200","delta =  1","V =  0.002","Uniform mixture"
15,0.002,300,"pm",0,30,"expo",5712,0.037640056022409,0.501082252390111,0.00574427702933301,25.6060193005469,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0","V =  0.002","Exponential"
15,0.002,300,"pm",0,30,"normal",5600,0.0491071428571429,0.499581315992361,0.00589400115154113,26.3520439374476,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0","V =  0.002","Normal"
15,0.002,300,"pm",0,30,"t.scaled",6144,0.0514322916666667,0.498536527791587,0.00934194782736426,32.6231277960341,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0","V =  0.002","t"
15,0.002,300,"pm",0,30,"unif2",6144,0.0472005208333333,0.499201192761817,0.00564122123591476,25.4202265210256,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0","V =  0.002","Uniform mixture"
15,0.002,300,"pm",0,50,"expo",4384,0.0485857664233577,0.500512555771477,0.00585899913607384,25.9992498426346,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0","V =  0.002","Exponential"
15,0.002,300,"pm",0,50,"normal",4784,0.0418060200668896,0.498495695788989,0.00580608383487972,25.87291132438,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0","V =  0.002","Normal"
15,0.002,300,"pm",0,50,"t.scaled",4624,0.0497404844290657,0.498779226725277,0.00945565714721153,32.5740764653241,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0","V =  0.002","t"
15,0.002,300,"pm",0,50,"unif2",4512,0.0421099290780142,0.499599622434817,0.00558062055590242,25.2534771418717,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0","V =  0.002","Uniform mixture"
15,0.002,300,"pm",0,200,"expo",6144,0.0354817708333333,0.499591086864405,0.00574726994198482,25.5762701659558,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0","V =  0.002","Exponential"
15,0.002,300,"pm",0,200,"normal",6144,0.0442708333333333,0.49769007982951,0.00570522072308698,25.687955367954,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0","V =  0.002","Normal"
15,0.002,300,"pm",0,200,"t.scaled",6144,0.0455729166666667,0.498567918184773,0.00930389361162385,33.0078750420761,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0","V =  0.002","t"
15,0.002,300,"pm",0,200,"unif2",6144,0.0364583333333333,0.499215290868173,0.00557310715995312,25.28424274398,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0","V =  0.002","Uniform mixture"
15,0.002,300,"pm",0.2,30,"expo",6144,0.0673828125,0.500320415572405,0.00580151459063472,25.7851093718753,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.2","V =  0.002","Exponential"
15,0.002,300,"pm",0.2,30,"normal",5616,0.0744301994301994,0.498918231047897,0.00563790896765833,25.4131615641897,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.2","V =  0.002","Normal"
15,0.002,300,"pm",0.2,30,"t.scaled",6144,0.0625,0.49980433031384,0.0101171244257828,31.9370811405184,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.2","V =  0.002","t"
15,0.002,300,"pm",0.2,30,"unif2",6144,0.0729166666666667,0.498228964848069,0.00554386579518443,25.2558678711303,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.2","V =  0.002","Uniform mixture"
15,0.002,300,"pm",0.2,50,"expo",4656,0.092139175257732,0.49983690913457,0.00577651027207334,25.7762388719567,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.2","V =  0.002","Exponential"
15,0.002,300,"pm",0.2,50,"normal",4480,0.0897321428571429,0.499612380657049,0.00579382695162213,25.9580851782749,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.2","V =  0.002","Normal"
15,0.002,300,"pm",0.2,50,"t.scaled",5008,0.0886581469648562,0.498376894920128,0.00939076313653633,32.8981409717702,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.2","V =  0.002","t"
15,0.002,300,"pm",0.2,50,"unif2",5376,0.0853794642857143,0.498966884419361,0.0057243645766104,25.6944803879831,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.2","V =  0.002","Uniform mixture"
15,0.002,300,"pm",0.2,200,"expo",6144,0.1982421875,0.500812984105812,0.00588635207630176,26.0623336719722,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0.2","V =  0.002","Exponential"
15,0.002,300,"pm",0.2,200,"normal",6144,0.2099609375,0.498698418308233,0.00566804113680627,25.4989148605224,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0.2","V =  0.002","Normal"
15,0.002,300,"pm",0.2,200,"t.scaled",5728,0.196752793296089,0.498788782184492,0.00971428985017224,33.0601768208426,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0.2","V =  0.002","t"
15,0.002,300,"pm",0.2,200,"unif2",5984,0.209391711229947,0.49925748425799,0.00564233120951526,25.4217909925432,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0.2","V =  0.002","Uniform mixture"
15,0.002,300,"pm",0.5,30,"expo",6144,0.201171875,0.499245507373156,0.00583173809310127,25.9268092298358,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.5","V =  0.002","Exponential"
15,0.002,300,"pm",0.5,30,"normal",6144,0.209309895833333,0.498529977310613,0.00572345875117775,25.7721745824301,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.5","V =  0.002","Normal"
15,0.002,300,"pm",0.5,30,"t.scaled",6144,0.2099609375,0.499331083665653,0.0090864893098473,32.7104658768471,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.5","V =  0.002","t"
15,0.002,300,"pm",0.5,30,"unif2",6144,0.210611979166667,0.498699991241315,0.00554298882310458,25.128479204049,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.5","V =  0.002","Uniform mixture"
15,0.002,300,"pm",0.5,50,"expo",6144,0.346354166666667,0.499960341087781,0.00576354553090228,25.7607093486265,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.5","V =  0.002","Exponential"
15,0.002,300,"pm",0.5,50,"normal",5792,0.335290055248619,0.498986369326322,0.00570485780740449,25.6415655241618,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.5","V =  0.002","Normal"
15,0.002,300,"pm",0.5,50,"t.scaled",6144,0.328450520833333,0.498957275504121,0.00907819204328182,32.2260073012517,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.5","V =  0.002","t"
15,0.002,300,"pm",0.5,50,"unif2",6144,0.336263020833333,0.498640842984563,0.00568188277953313,25.5448588403321,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.5","V =  0.002","Uniform mixture"
15,0.002,300,"pm",0.5,200,"expo",5392,0.851075667655786,0.498961069696651,0.00578045022191434,25.8340995245327,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0.5","V =  0.002","Exponential"
15,0.002,300,"pm",0.5,200,"normal",5056,0.850079113924051,0.500085948918561,0.00570886640745792,25.671854842051,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0.5","V =  0.002","Normal"
15,0.002,300,"pm",0.5,200,"t.scaled",5696,0.817064606741573,0.498249547828488,0.0105427077543228,32.4833598618918,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0.5","V =  0.002","t"
15,0.002,300,"pm",0.5,200,"unif2",5584,0.85154011461318,0.498305299612653,0.00558025879746541,25.1936579215142,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0.5","V =  0.002","Uniform mixture"
15,0.002,300,"pm",1,30,"expo",6144,0.660807291666667,0.498810785909782,0.00565208256992082,25.3232270505305,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  1","V =  0.002","Exponential"
15,0.002,300,"pm",1,30,"normal",6144,0.6796875,0.498720408367139,0.00562376714921971,25.4665554624116,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  1","V =  0.002","Normal"
15,0.002,300,"pm",1,30,"t.scaled",6144,0.641276041666667,0.497943856469291,0.00917077420944674,32.4952059751213,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  1","V =  0.002","t"
15,0.002,300,"pm",1,30,"unif2",6144,0.661783854166667,0.498181606889447,0.00566370166213649,25.4884255727903,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  1","V =  0.002","Uniform mixture"
15,0.002,300,"pm",1,50,"expo",6144,0.8837890625,0.500679618365491,0.00581845120225631,25.8571155183894,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  1","V =  0.002","Exponential"
15,0.002,300,"pm",1,50,"normal",6144,0.8974609375,0.499148080470921,0.00578678403922345,26.0122215020137,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  1","V =  0.002","Normal"
15,0.002,300,"pm",1,50,"t.scaled",6144,0.873697916666667,0.497563387557643,0.00937259198244303,32.8122237915183,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  1","V =  0.002","t"
15,0.002,300,"pm",1,50,"unif2",6144,0.882486979166667,0.499378172601815,0.0057572340540638,25.8906907630433,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  1","V =  0.002","Uniform mixture"
15,0.002,300,"pm",1,200,"expo",4880,1,0.500347664556301,0.0057729953491416,25.652487318195,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  1","V =  0.002","Exponential"
15,0.002,300,"pm",1,200,"normal",4864,1,0.498617111792575,0.00564133286160014,25.5125774356611,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  1","V =  0.002","Normal"
15,0.002,300,"pm",1,200,"t.scaled",4880,0.998155737704918,0.499041186451056,0.00940698815470724,32.9575404837178,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  1","V =  0.002","t"
15,0.002,300,"pm",1,200,"unif2",5184,1,0.498763078492642,0.00569401020977724,25.6416920461682,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  1","V =  0.002","Uniform mixture"
15,0.002,300,"reml",0,30,"expo",5712,0.037640056022409,0.501075388629252,0.00566712661571019,25.3260921394039,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0","V =  0.002","Exponential"
15,0.002,300,"reml",0,30,"normal",5600,0.0491071428571429,0.499576661390319,0.00584166179356527,26.164201077087,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0","V =  0.002","Normal"
15,0.002,300,"reml",0,30,"t.scaled",6144,0.0514322916666667,0.498530623772294,0.0092531692636055,32.4354938957854,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0","V =  0.002","t"
15,0.002,300,"reml",0,30,"unif2",6144,0.0472005208333333,0.499196469359913,0.00558964541198143,25.2255139116781,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0","V =  0.002","Uniform mixture"
15,0.002,300,"reml",0,50,"expo",4384,0.0485857664233577,0.500506417981164,0.00578933795623138,25.7501009782676,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0","V =  0.002","Exponential"
15,0.002,300,"reml",0,50,"normal",4784,0.0420150501672241,0.498490768818576,0.00575179409695023,25.6698126341967,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0","V =  0.002","Normal"
15,0.002,300,"reml",0,50,"t.scaled",4624,0.0499567474048443,0.4987734176796,0.00936526646328411,32.3834083233222,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0","V =  0.002","t"
15,0.002,300,"reml",0,50,"unif2",4512,0.0421099290780142,0.499595114515665,0.0055314025376243,25.0694254440625,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0","V =  0.002","Uniform mixture"
15,0.002,300,"reml",0,200,"expo",6144,0.0361328125,0.499584985653298,0.00567800572780326,25.3276645307248,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0","V =  0.002","Exponential"
15,0.002,300,"reml",0,200,"normal",6144,0.0445963541666667,0.497685389914395,0.00565366874268288,25.4946617440855,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0","V =  0.002","Normal"
15,0.002,300,"reml",0,200,"t.scaled",6144,0.0455729166666667,0.498561756334378,0.00921223364357571,32.8162192087875,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0","V =  0.002","t"
15,0.002,300,"reml",0,200,"unif2",6144,0.0364583333333333,0.4992103756984,0.00551929358476525,25.0814097245082,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0","V =  0.002","Uniform mixture"
15,0.002,300,"reml",0.2,30,"expo",6144,0.0673828125,0.500313994363249,0.00572881945665666,25.5232337391816,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.2","V =  0.002","Exponential"
15,0.002,300,"reml",0.2,30,"normal",5616,0.0744301994301994,0.498913724661657,0.00558923277243431,25.2245308938269,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.2","V =  0.002","Normal"
15,0.002,300,"reml",0.2,30,"t.scaled",6144,0.0625,0.499798566962433,0.0100014675013953,31.7523916845237,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.2","V =  0.002","t"
15,0.002,300,"reml",0.2,30,"unif2",6144,0.0735677083333333,0.498224297623815,0.00549304103012097,25.0631369444333,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.2","V =  0.002","Uniform mixture"
15,0.002,300,"reml",0.2,50,"expo",4656,0.092139175257732,0.499830335438734,0.00570101494486453,25.5101760352652,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.2","V =  0.002","Exponential"
15,0.002,300,"reml",0.2,50,"normal",4480,0.0899553571428571,0.499607539737685,0.00574125275825733,25.7580028852037,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.2","V =  0.002","Normal"
15,0.002,300,"reml",0.2,50,"t.scaled",5008,0.0892571884984026,0.498371020225167,0.00930562232915661,32.7068592832826,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.2","V =  0.002","t"
15,0.002,300,"reml",0.2,50,"unif2",5376,0.0855654761904762,0.498961948709538,0.00566955775349866,25.4920251239291,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.2","V =  0.002","Uniform mixture"
15,0.002,300,"reml",0.2,200,"expo",6144,0.199544270833333,0.500806307147418,0.00581086885750637,25.7916151293739,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0.2","V =  0.002","Exponential"
15,0.002,300,"reml",0.2,200,"normal",6144,0.210286458333333,0.498693812495586,0.00561819324815799,25.3069530443044,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0.2","V =  0.002","Normal"
15,0.002,300,"reml",0.2,200,"t.scaled",5728,0.197800279329609,0.498782589421099,0.00961862061144396,32.8548001550895,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0.2","V =  0.002","t"
15,0.002,300,"reml",0.2,200,"unif2",5984,0.208723262032086,0.499252935827827,0.00559196329830362,25.2352597332535,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0.2","V =  0.002","Uniform mixture"
15,0.002,300,"reml",0.5,30,"expo",6144,0.201497395833333,0.499239347452648,0.00576167426391177,25.6769409816688,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.5","V =  0.002","Exponential"
15,0.002,300,"reml",0.5,30,"normal",6144,0.209309895833333,0.498525072224074,0.00566977141330578,25.5697267859545,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.5","V =  0.002","Normal"
15,0.002,300,"reml",0.5,30,"t.scaled",6144,0.2109375,0.499325084225402,0.00900123826375096,32.5169328470602,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.5","V =  0.002","t"
15,0.002,300,"reml",0.5,30,"unif2",6144,0.210611979166667,0.498695412535254,0.00549236408553261,24.9391682684802,4500,"No. replications: 15","N =  4500","Norig =  30","delta =  0.5","V =  0.002","Uniform mixture"
15,0.002,300,"reml",0.5,50,"expo",6144,0.347330729166667,0.499954344682941,0.00569562416735585,25.5176639617842,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.5","V =  0.002","Exponential"
15,0.002,300,"reml",0.5,50,"normal",5792,0.335290055248619,0.498981610713309,0.00565284206307428,25.4454409640088,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.5","V =  0.002","Normal"
15,0.002,300,"reml",0.5,50,"t.scaled",6144,0.3291015625,0.49895170063884,0.00899927136081614,32.0356291009233,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.5","V =  0.002","t"
15,0.002,300,"reml",0.5,50,"unif2",6144,0.3369140625,0.498636365269893,0.0056321973380004,25.3612245843982,4500,"No. replications: 15","N =  4500","Norig =  50","delta =  0.5","V =  0.002","Uniform mixture"
15,0.002,300,"reml",0.5,200,"expo",5392,0.851075667655786,0.498954912413386,0.00571025148939752,25.5840709876237,4500,"No. replications: 15","N =  4500","Norig =  200","delta =  0.5","V =  0.002","Exponential"
